,name,platform,release_date,summary,meta_score,user_review,release_year,P
1118,Fight Night Round 4,Xbox 360,"June 23, 2009","Featuring a re-written gameplay engine, EA Sports Fight Night Round 4 adds a variety of fighting styles and boxer differentiation to authentically emulate the greatest fighters of all time. Pressure your opponent with the brawling inside style of young Mike Tyson, bobbing and weaving to set up powerful hooks and uppercuts. Capitalize on Muhammad Ali's reach, hand speed and fleetness of foot to bewilder your opponent with lightning fast jabs and straights from the outside. For the first time, EA Sports Fight Night Round 4 gives you the opportunity to pit these legendary heavyweights against one another and name a true champ. No fight will be the same with an all-new physics-based animation system that recreates the full spectrum of true-to-life punch impacts, giving boxers a devastating arsenal of punches, blocks and ring movement. The new physics system allows for missed punches, glancing punches, knockout blows and for the first time ever, rough and tumble inside fighting. Fatigue, adrenaline, footwork and timing all come into play as you hammer away at your opponents. [Electronic Arts]",86.97921820880752,8.1,2009,Xbox 360
1123,Dead Space 2,PC,"January 25, 2011","Hero Isaac Clarke returns for another heart-pounding adventure, taking the fight to the Necromorphs in this thrilling action-horror experience. New tools to gruesomely slice and dismember the Necromorphs complement Isaac's signature Plasma Cutter, empowering him as he meets new characters, explores epic Zero-G environments, and fights against a relentless necromorph onslaught. Survival isn't the only thing on Isaac's mind in Dead Space 2 – this time, he calls the shots. [Electronic Arts]",86.97624938149431,8.4,2011,PC
1128,DOOM Eternal,PlayStation 4,"March 20, 2020","DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",86.98218703612073,8.9,2020,PlayStation 4
1153,Odin Sphere Leifthrasir,PlayStation 4,"June 7, 2016","The tale of Armageddon is about to be told... In the world of Erion, the magical kingdom of Valentine held an enormous power. The ""Cauldron"" -- the source of this great power-- Maintained the kingdom's prosperity. However, Valentine suffered a sudden, mysterious downfall. And so the neighboring kingdoms clashed over the now-masterless Cauldron.",86.98812469074716,8.2,2016,PlayStation 4
1158,Divinity: Original Sin,PC,"January 17, 2014","Gather your party and get ready for a new, back-to-the-roots RPG adventure. Discuss your decisions with companions; fight foes in turn-based combat; explore an open world and interact with everything and everyone you see. Join up with a friend to play online in co-op and make your own adventures with the powerful RPG toolkit.",86.99406234537358,8.7,2014,PC
1160,Company of Heroes: Opposing Fronts,PC,"September 24, 2007","Company of Heroes: Opposing Fronts, the next chapter in the real-time strategy franchise from Relic Entertainment is powered by an upgraded version of Relic's proprietary Essence Engine with full Microsoft DirectX 10 support. Opposing Fronts features two unique armies with full length campaigns. Players can fight as the tenacious British 2nd Army during the heroic World War II liberation of Caen, France, or command the German Panzer Elite as they struggle to repel the might of Operation Market Garden, the largest airborne invasion in history. Players can battle online in exciting new multiplayer modes with these two all-new armies and utilize full compatibility with the original Company of Heroes for a total of four playable armies. [THQ]",86.97624938149431,8.6,2007,PC
1167,DiRT 2,Xbox 360,"September 8, 2009","(Also known as ""Colin McRae: DiRT 2"" in the UK/EU) DiRT 2 takes racing games to a new level with thrilling new race types, striking locations, big event atmosphere, and a peerless line-up of super-charged speed machines, each selected to deliver spectacular, fast-paced racing. Taking players on an exhilarating World Tour, DiRT 2 delivers over 100 stunning events, including aggressive, multi-vehicle races and intense solo challenges, set in the most diverse and demanding real-world environments. From the muddy tracks of the Malaysian rainforest to spectator-packed stadiums in London and Los Angeles, racers compete in contemporary off-road race disciplines covering Rallycross, Trailblazer, Raid, Landrush, and Rally. Embracing the culture and new heroes of modern off-road racing, DiRT 2 features an exciting line-up of the best new rally drivers - including the multi medal-winning Subaru Rally Team USA driver Ken Block alongside Travis Pastrana, Dave Mirra, and Tanner Faust, who help players build their racing career. [Codemasters]",86.97921820880752,8.2,2009,Xbox 360
1169,Rayman Origins,Xbox 360,"November 15, 2011","Rayman's new adventure is a two-dimensional cooperative platformer with a colorful, whimsical art style.",86.97624938149431,8.2,2011,Xbox 360
1183,INSIDE,PC,"July 7, 2016","Hunted and alone, a boy finds himself drawn into the center of a dark project.",86.98812469074716,8.6,2016,PC
1185,Europa Universalis IV,PC,"August 13, 2013","Europa Universalis IV explores the world history in an experience crafted by Paradox Development Studio, the masters of Grand Strategy. The experiences of true exploration, trade, warfare and diplomacy will be brought to life in this epic title rife with rich strategic and tactical depth.",86.98515586343395,8.7,2013,PC
1187,Persona 4 Golden,PC,"June 13, 2020","Inaba—a quiet town in rural Japan sets the scene for budding adolescence in Persona 4 Golden. A coming of age story that sets the protagonist and his friends on a journey kickstarted by a chain of serial murders. Explore meeting kindred spirits, feelings of belonging, and even confronting the darker sides of one’s self. Persona 4 Golden promises meaningful bonds and experiences shared together with friends. With an overall Metacritic score of 93 and a multitude of awards, fan-adored Persona 4 Golden stands as one of the finest RPGs ever made, delivering on enthralling storytelling and quintessential Persona gameplay.",86.98218703612073,8.9,2020,PC
1202,Spelunky 2,PlayStation 4,"September 15, 2020","Spelunky 2 builds upon the unique, randomized challenges that made the original a roguelike classic, offering a huge adventure designed to satisfy players old and new. Meet the next generation of explorers as they find themselves on the Moon, searching for treasure and missing family.",86.98218703612073,8.1,2020,PlayStation 4
1207,Puzzle Quest: Challenge of the Warlords,Xbox 360,"October 10, 2007","[Xbox Live Arcade] Designed specifically to entertain both casual and hardcore gamers with its deep immersion, five to fifteen minute play sessions and turn-based play style, Puzzle Quest: Challenge of the Warlords incorporates strategy, role-playing elements and a persistent storyline in a puzzle board setting. Set in the Warlords universe, the game challenges players to create, develop and customize the ultimate hero in order to save the land of Etheria from evil Lord Bane. To advance their character, players battle in turn-based, head-to-head ""match-three"" style puzzle games in one of three distinct gameplay modes: Single-player allows gamers to battle against the AI as they embark on over 150 challenging quests, Instant Action allows gamers to jump in and immediately play continuous battles to level-up characters without participating in quests, and Multiplayer allows gamers to battle live opponents. Victory will advance the player’s hero, magical arsenal, creature companions and more - ultimately rewarding gamers at nearly every turn and providing endless hours of replayability. [D3Publisher of America]",86.97624938149431,8.2,2007,Xbox 360
1214,"Warhammer 40,000: Dawn of War - Dark Crusade",PC,"October 9, 2006","Warhammer 40,000: Dawn of War: Dark Crusade is set in Games Workshop's world of Warhammer 40,000 - a dark, futuristic, fantasy universe where armies of technologically advanced warriors, fighting machines and hordes of implacable aliens wage constant war - and is traveled by millions worldwide. As a hybrid expansion, the game offers a complete standalone experience, allowing gamers to play as all seven races, including the all-new, mysterious Tau and the chilling Necron. Fans who own the entire Dawn of War series can look forward to new units across each of the five original races, expansive bonus content and the ability to play as any of the seven races in multiplayer. [THQ]",86.98713508164275,8.9,2006,PC
1237,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,"October 20, 2015","In the final episode of the season, all hell is breaking loose. Jack is now in control of Helios' systems, and he is ready to reclaim his rightful place as king of Hyperion - with or without you. It's a mad dash to get out of the chaotic space station alive, as everyone scrambles to grab the final Gortys piece and high tail it back to Pandora. Can you guide our motley crew through perilous corporate dangers in hopes of getting some copious alien riches? Loyalties will be tested, secrets will be revealed, and explosions will be in large supply in this final chapter of Tales From The Borderlands.",85.97921820880752,8.7,2015,PC
1241,Bastion,PC,"August 16, 2011",Bastion is an action rpg form Supergiant Games.,85.97624938149431,8.5,2011,PC
1249,Uncharted: The Nathan Drake Collection,PlayStation 4,"October 9, 2015","From the storytellers at Naughty Dog, comes the epic that altered adventure storytelling, rebuilt by Bluepoint Games with the power of the PS4 system. Follow the harrowing journey of Nathan Drake across the globe, from humble beginnings to incredible discoveries. Meet a unique cast of characters as Drake puts life and friendships on the line in a race against ruthless enemies to uncover unimaginable treasure. UNCHARTED: The Nathan Drake Collection includes the single-player campaigns for UNCHARTED: Drake’s Fortune, UNCHARTED 2: Among Thieves, and UNCHARTED 3: Drake’s Deception.",85.97921820880752,8.6,2015,PlayStation 4
1250,The Elder Scrolls IV: Shivering Isles,Xbox 360,"March 26, 2007","[Xbox Live Arcade] Shivering Isles features more than 30 hours of new gameplay and allows you to explore an entirely new plane of Oblivion – the realm of Sheogorath, the Daedric Prince of Madness. Shivering Isles adds to the existing world of Oblivion so you can continue playing with your existing save game/character, or create an all new character just to explore the new content. Within the Realm of Sheogorath, players can explore the two extreme sides of the god's madness – the sublimely creative and the completely psychotic. Something is happening to the Shivering Isles and Sheogorath himself looks to you to be his champion and defend his realm and its inhabitants from destruction. Do you have the strength to survive his trials, tame a realm fraught with paranoia and despair, and wear the mantle of a God? The Shivering Isles features a bizarre landscape split between the two sides – Mania and Dementia-filled with vast, twisting dungeons mirroring the roots of the trees they are buried within. You'll encounter more than a dozen new creatures including hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites. Throughout your adventure, you will discover all new items, ingredients, spells, and more, and have the talented craftsmen of Crucible and Bliss forge new armor and weapons just for you. [Bethesda Softworks]",85.97624938149431,8.5,2007,Xbox 360
1252,Supreme Commander,PC,"February 20, 2007","For a millennium, three opposing forces of humanity--the Cybran Nation, the Aeon Illuminate and the United Earth Federation--have fought a bitter and bloody war over conflicting and unwavering systems of belief. There is no room for compromise. No room for mercy. No room for anything but the complete eradication of anyone with opposing belief systems. Labeled the Infinite War, this horrific conflict has shattered a once peaceful galaxy and only served to deepen the hatred and schisms between the three factions. Now, after centuries of struggle, the battle for supremacy has at long last reached a turning point. You are a Supreme Commander, and only you have the power to bring the Infinite War to an end once and for all. Set in the 37th century, Supreme Commander signals the next evolution in the RTS genre by being the first strategy game to deliver a truly strategic and tactical experience. [THQ]",85.97624938149431,8.3,2007,PC
1253,Tales from the Borderlands: A Telltale Game Series,PlayStation 4,"October 20, 2015","Like all good tales, there’s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That’s up to you to decide. You are Rhys…and you are also Fiona, because like every tale worth telling, there are two…oh, you read that part already? Well, it’s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]",85.97921820880752,8.2,2015,PlayStation 4
1254,Total War: Shogun 2 - Fall of the Samurai,PC,"March 22, 2012","This massive-scale, stand-alone expansion to Total War: SHOGUN 2 offers a completely new experience to players. Six new playable clans, including those supporting a modern imperial Japan such as the Satsuma and those allied with the old Shogun like the Nagaoka, are now available. Three great foreign powers must also be dealt with: America, Britain and France all have a vested interest in Japan’s future. How will you treat them? All this plays out across an expanded and improved campaign map, covering new island provinces in the far north and featuring all-new building and technology trees as well as brand new features such as railways and naval bombardments, seen for the first time in a Total War title.",85.98317664522514,8.5,2012,PC
1263,Final Fantasy XIV: Heavensward,PC,"June 23, 2015",The Warriors of Light travel now to Ishgard a city-state mired in a 1000-year conflict with the dragons of the Dravanian Horde. Can our heroes reveal the ancient truths buried in Ishgard’s bloody history and help bring an end to the Dragonsong War? Can the Warriors of Light cast off the shadows that darken the realm?,85.97921820880752,8.7,2015,PC
1265,Out of the Park Baseball 14,PC,"April 15, 2013","You'll love our 2013 roster set, which features not only up-to-date Opening Day rosters for all major league teams but also thousands of individually-rated players for all minor leagues and hundreds of players from the 2013 first-year player draft class. Major league player ratings are officially based on Baseball Prospectus' PECOTA projection system, which has proven to be the most accurate player stats projection system on the market! The 2013 season will have plenty of drama in store. Will Mike Trout be able to improve upon his already legendary rookie season? Will Washington with a healthy Stephen Strasburg and a more experienced Bryce Harper dominate the AL East? Will Toronto's all-in approach pay off? How will the AL West welcome Houston? Play OOTP 14 and find out!",85.98515586343395,8.2,2013,PC
1268,The Witcher: Enhanced Edition,PC,"September 16, 2008","Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]",85.98614547253835,8.5,2008,PC
1301,BlazBlue: Calamity Trigger,Xbox 360,"June 30, 2009","In the 13th hierarchical city, Kagutsuchi, the Librarium regulates the amazing power of Armagus, a fusion of magic and technology. Currently they are after a wanted criminal named Ragna The Bloodedge, also known as Death, who wants to destroy the Librarium. Due to Ragna possessing a powerful form of Armagus known as the Azure Grimoire, people far and wide are after not only his bounty, but his grimoire as well. This is where our story begins. BlazBlue Key Features: The first hi-res 2D fighter from the creators of the Guilty Gear series! Experience the beauty of high-resoluti on, hand-drawn sprites on 3D backgrounds, all in glorious high-definition. Online Battle Action. Get ready to take the action online and battle the best players from all over the world! Console Exclusive Modes. BlazBlue features the following console-only modes: Arcade, Vs, Practice, and a completely fleshed-out Story Mode that tells the tales of each character. Over 10 unique combatants to choose from! Choose a character that represents your own fighting style, like the lightning-fast Taokaka or the wickedly powerful Tager. Drive your way to victory! Use the unique ""Drive Attacks"" specific to each character to decimate your opponent. Depending on the character, control the elements like wind and ice, or even absorb the life force from your opponents. A plethora of offensive and defensive options at your disposal! Take advantage of Barriers, Counter Assaults, Rapid Cancels, and Distortion Drives to turn the tide of battle! [Akys Games]",85.97921820880752,8.5,2009,Xbox 360
1320,Sid Meier's Civilization IV: Beyond the Sword,PC,"July 23, 2007","Sid Meier's Civilization IV: Beyond the Sword is the second expansion pack for Civilization IV and focuses on the late-game time periods after the invention of gunpowder and delivers 12 challenging and decidedly different scenarios created by the development team at Firaxis Games, as well as members of the Civilization Fan Community. Firaxis Games delivers a massive increase in new units, buildings, and technologies to the epic game with additional focus on the late-game time periods. The expansion pack includes ten new civilizations, such as Portugal, Babylon and Netherlands and their associated unique units and buildings. Sixteen new civilization leaders including leaders for the ten new civilizations, as well as additional leaders for existing civilizations. A new gameplay feature allows players to create corporations and spread them throughout the world. Each corporation provides benefits in exchange for certain resources. Now available much earlier in the game, an espionage feature offers players many new ways to spy on opponents, stir citizen unrest and defend their government's secrets. New random events such as natural disasters, pleas for help, or demands from their citizens will challenge players to overcome obstacles in order for their civilizations to prosper. Five new wonders await discovery including the Statue of Zeus, Cristo Redentor, Shwedagon Paya, the Mausoleum of Maussollos, and the Moai Statues. Winning the race to Alpha Centauri now requires more strategic planning and tactical decision making. Apostolic Palace: The United Nations becomes available earlier in the game, providing a way for players to win a diplomatic victory earlier. New resolutions will also be added which will expand the available diplomatic options. Advanced Starts: A major fan request, this new feature enables players to ""buy"" components of a custom-tailored empire and begin play in the later part of the game, allowing them to experience many of the new features of the expansion pack in a shorter amount of time. Enhanced AI: The AI has received many enhancements, making it tougher to beat on the higher difficulty levels. [2K Games]",85.97624938149431,8.5,2007,PC
1333,Yakuza 0,PC,"August 1, 2018","Tokyo 1988. Getting rich is easy, the women are beautiful, and everyone wants in on the action. It's time to become Yakuza. The glitz, glamour, and unbridled decadence of the 80s are back in Yakuza 0! Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his ""normal"" life as the proprietor of a cabaret club. Switch between three different fighting styles instantaneously and beat up all manner of goons, thugs, hoodlums, and lowlifes. Take combat up a notch by using environmental objects such as bicycles, sign posts, and car doors for bone-crunching combos and savage take-downs. Fighting is not the only way to kill time in 1988's Japan: from discos and hostess clubs to classic SEGA arcades, there are tons of distractions to pursue in the richly detailed, neon-lit world.",85.98515586343395,8.6,2018,PC
1335,Tomb Raider,Xbox 360,"March 5, 2013","Tomb Raider is a re-imagining of the infamous action-adventure franchise and explores the visceral origin story of this character. In the game, Lara Croft ascends from a frightened young lady on her first adventure and emerges as a hardened survivor. With only her sharp instincts and her innate ability to push the limits of human endurance, Lara must fight, explore, and use her intelligence to unravel the dark history of a forgotten island and escape its tight grip.",85.98515586343395,8.5,2013,Xbox 360
1336,The Binding of Isaac: Rebirth,PC,"November 4, 2014","Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac’s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety.",85.99406234537358,8.4,2014,PC
1339,Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox 360,"June 25, 2013","Wizards and Crumpets, oh my! Join vault hunters, old and new, in Tiny Tina's epic quest of revenge and redemption. Tiny Tina’s Assault on Dragon Keep, the biggest add-on content in Borderlands history, features a game within a game, as Tiny Tina takes on the role of Bunker Master in a game of “Bunkers & Badasses”. Travel through a dark and ever-changing world of castles, dungeons and magic forests as you fight off skeletons, orcs, dragons and more. Explore side missions and answer riddles as you roll your insight stat to gain new and amazing loot. Join with friends to save the queen and restore peace and order to the world once more.",85.98515586343395,8.3,2013,Xbox 360
1340,Rayman Origins,PC,"March 29, 2012","Rayman Origins is a comic adventure set in a lush 2D world brimming with unexpected secrets and outlandish enemies. The Glade of Dreams is overrun by the ""nefurrious"" Darktoons. The Fairy Council seeks Rayman's help to save the day. Rayman receives the aid of his best friend Globox as well as two crafty wizards, the Teensies. Together the world's most hilarious team of heroes sets out to restore peace to the Glade before their beloved home is destroyed. Rayman Origins supports four-player jump-in-and-jump-out co-op gameplay. The game offers a massive universe to explore, with more than 100 characters, 12 unique worlds, and more than 60 levels of platforming gameplay designed for all ages and play styles. Unlock new abilities and moves as you progress through the game. All members of your team will discover new unique abilities, including swimming, diving, slapping, and the sensational ""HarilyCopter.""",85.98317664522514,8.3,2012,PC
1347,Ni no Kuni: Wrath of the White Witch Remastered,PlayStation 4,"September 20, 2019","Ni no Kuni: Wrath of the White Witch Remastered = Journey back to the other world in Ni no Kuni: Wrath of the White Witch. LEVEL-5's classic tale returns better than ever. Join Oliver as he embarks on an adventure through a world inhabited by new friends and ferocious foes alike in the hopes of bringing back his mother after a tragic incident. With a copy of the Wizard's Companion in his hand and his trusty friend Drippy by his side, he will travel across this rich fantasy world to tame familiars, take on enemies, and overcome the countless challenges that stand between him and his mother's salvation. Features: This charming tale unfolds through the use of animation storyboarded and created by the legendary Studio Ghibli and music composed by the renowned Joe Hisaishi. Ni no Kuni: Wrath of the White Witch combines beautiful animated visuals, masterful storytelling, and a sweeping score to create an epic role-playing adventure like no other. * TAKE THE OTHER WORLD WITH YOU - Take Ni no Kuni: Wrath of the White Witch wherever you go on Nintendo Switch * ALL-STAR PRODUCTION - LEVEL-5's mastery of the RPG genre is combined with Studio Ghibli's world-class animation and music composed by the renowned Joe Hisaishi * CAPTIVATING STORY - A charming yet tragic tale unfolds through the use of animation storyboarded and created by Studio Ghibli with English and Japanese voice-overs * ROLE-PLAYING MASTERY - A rich mixture of familiar RPG elements, expertly crafted and designed, and featuring dozens of locations to explore, hundreds of creatures to battle, and a wealth of quests and secrets to uncover * DYNAMIC COMBAT - Switch freely between characters and familiars in an exciting battle system that combines real-time and turn-based tactical elements",85.98515586343395,8.2,2019,PlayStation 4
1351,Pinball FX 2: Marvel Pinball,Xbox 360,"December 8, 2010",Marvel Pinball is an expansion set for Pinball FX-2 for the Xbox 360.,85.97822859970312,8.4,2010,Xbox 360
1353,Trials HD,Xbox 360,"August 12, 2009","[Xbox Live Arcade] Trials HD is a full-featured, physics-based motorcycle racing game with over 50 tracks in two unique game modes. Race Mode emphasizes balance, skill, and control as you tackle indoor obstacle tracks. Skill Mode features extreme stunt tracks in which explosions, crashes, and injuries cannot be avoided. A level editor enables players to create, share and download an unlimited number of free tracks. The game features stunning full HD graphics, rider customization, unlockable bikes, global rankings, all new in-game friend scores, and many other fun features. Can you handle the bruises and broken bones - and take part in a truly unique racing experience? [Microsoft]",85.97921820880752,8.5,2009,Xbox 360
1360,Radiant Silvergun,Xbox 360,"September 14, 2011","Radiant Silvergun, restored by Treasure, is now available. The shoot ‘em up gameplay that made this a legend remains unchanged, but a hidden ""Ikaruga-style"" shooting mode gives everyone something new. Previously only available in Japan, Radiant Silvergun on Xbox LIVE Arcade also provides leaderboards, co-op play locally or over Xbox LIVE, downloadable replays, and improved visuals making it the version to own.",85.97624938149431,8.3,2011,Xbox 360
1366,Mass Effect 2: Lair of the Shadow Broker,PC,"September 7, 2010","Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped... and the Shadow Broker's agents will do anything to stop her. Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow Broker's own secret lair. Adds the Shadow Broker intel center, new research, and five new achievements and the chance to continue a relationship with Liara.",85.97822859970312,8.5,2010,PC
1367,LEGO Star Wars II: The Original Trilogy,PC,"September 12, 2006","LEGO Star Wars II takes the fun and customization ability of the LEGO play pattern and combines it with the epic story, characters and action from the revolutionary Star Wars: Episodes IV, V and VI. With a unique tongue-in-cheek take on the Original Trilogy, LEGO Star Wars II lets you build and battle your way through your favorite film moments. From Darth Vader's pursuit of Princess Leia aboard her Blockade Runner to Luke's final confrontation with Emperor Palpatine. For the first time ever, characters can get in and out of vehicles, as well as ride creatures. Because it's LEGO style, you can also mix and match the body parts of more than 50 playable characters to create one of millions of possible LEGO Star Wars heroes. And on PS2, Xbox and Windows platforms, a game save from the first LEGO Star Wars can unlock another 50-plus additional characters for Free Play mode -- that's more than 100 total characters. Other exciting additions include free-roaming vehicle levels, the ability to switch ships at will in Free Play mode, cool new character-specific attacks and maneuvers, playable mini-kit vehicles, an adaptive difficulty option and more. [LucasArts]",85.98713508164275,8.1,2006,PC
1376,Mortal Kombat,Xbox 360,"April 19, 2011",Mortal Kombat returns to consoles after a long hiatus featuring a return to the gruesome fatalities.,85.97624938149431,8.3,2011,Xbox 360
1379,Brothers: A Tale of Two Sons,Xbox 360,"August 7, 2013","Help guide a couple of brothers on a fairy tale journey from Swedish film director, Josef Fares and developer Starbreeze Studios. Control both brothers at the same time as you experience co-op play in single player mode. Solve puzzles, explore varied locations and fight boss battles, controlling one brother with each thumb stick.",85.98515586343395,8.7,2013,Xbox 360
1384,Final Fantasy XII: The Zodiac Age,PlayStation 4,"July 11, 2017","Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland. Final Fantasy XII: The Zodiac Age improves upon the 2006 classic Final Fantasy XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way.",85.98515586343395,8.4,2017,PlayStation 4
1385,The Secret of Monkey Island: Special Edition,PC,"July 15, 2009","As ye venture out onto the docks of Melee Island, there'll be a shock to yer system the likes of which you've never seen. The Secret of Monkey Island: Special Edition gives you the world you remember, yet it be shown to ya like only yer imagination could. It seems Guybrush Threepwood, a young lad wantin' to be a bloodthirsty pirate is back to relive his hunt fo the fabled riches of Monkey Island. Hilarious swashbuckling misadventures: Embark on a bumbling misadventure in an attempt to become the most infamous pirate in the Caribbean, win the heart of the beautiful governor, Elaine Marley, and confront the evil ghost pirate, LeChuck! High-definition graphics: The game is all-new and re-imagined with a contemporary art style, hand-drawn and presented in 1080p. Complete voice over using original Monkey Island franchise cast members brings the story and characters to life like never before. Renewed music score: Enjoy the re-mastered and re-recorded musical score using live instruments. Special Edition and Classic modes: Scene-for-scene hot swap lets you seamlessly transition between Special Edition and Classic modes at anytime during gameplay. Enhanced gameplay: The all-new intuitive game interface and controls provide a more interactive gameplay experience. Hint system: Not sure what to do next? The in-game puzzle hint system keeps the puzzles fresh and fun. [LucasArts]",85.97921820880752,8.9,2009,PC
1388,Homeworld Remastered Collection,PC,"February 25, 2015","Assume control of your fleet and assemble an armada across more than thirty single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",85.97921820880752,8.2,2015,PC
1389,CrossCode,PC,"September 20, 2018","A retro-inspired 2D Action RPG set in the distant future. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.",85.98515586343395,8.2,2018,PC
1394,Tomb Raider,PC,"March 4, 2013",An intense and gritty story of the origins of the infamous Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,85.98515586343395,8.4,2013,PC
1409,Dance Central 2,Xbox 360,"October 25, 2011",Dance Central 2 is the sequel to the popular Dance Central game.,85.97624938149431,8.1,2011,Xbox 360
1415,Fight Night Round 3,Xbox 360,"February 20, 2006","Go toe-to-toe with greats such as Ali, De La Hoya, Joe Frazier, Bernard Hopkins and Roy Jones. Outside of the ring, gamers can establish intense rivalries through pre-fight events putting purpose and passion behind every hit. Three new Impact Punches a la the EA Sports Haymaker keep gamers at the edge of their seat as players are only one punch away from the entire dynamic of the fight changing. Land a perfectly timed Flash KO or jump into a quick mid-fight mini-game to land a humiliating knockdown punch. Thrown using EA Sports Fight Night's innovative analog punch system, Impact Punches are high risk and high reward - put down your opponent or get knocked on the canvas. Boxing's Greatest Rivalries - Watch ESPN Classic footage of real-life bouts or re-create the greatest fights from past and present including Arturo Gatti vs. Mickey Ward, Marco Antonio Barrera vs. Eric Morales, and Ali vs. Frasier. Establish intense rivalries of your own by intimidating opponents before the big fight with heated press conferences full of hype, trash talkin', and fights at weigh-ins. Relive the best rivalries of your career in ESPN's Instant Classics! Create a style of your own, then see how you match up against the authentic signature styles from the world's best fighters. Licensed boxers use tactics and strategies that match their real life counterparts. Self Determinant AI adapts its style to match user strengths and to exploit weaknesses. [Electronic Arts]",85.98713508164275,8.8,2006,Xbox 360
1418,Bastion,Xbox 360,"July 20, 2011",Bastion is an action role-playing game from Supergiant Games.,85.97624938149431,8.5,2011,Xbox 360
1441,Desperados III,PC,"June 16, 2020","On his epic journey through 1870s USA and Mexico, John Cooper will have to take responsibility for mistakes that have been made in the past. On his quest for redemption, Cooper joins forces with the runaway bride Kate O'Hara, shady Arthur ""Doc"" McCoy, the giant trapper Hector and a mysterious lady from New Orleans. They make their way from the mountains of Colorado to the heart of Louisiana, then finally to New Mexico, right back into Cooper's past. You take control of this ragtag band becoming a highly functional group of unlikely heroes and heroines. The leader of his team is Cooper, drifter and gunslinger, who can kill quietly with a knife or take out multiple foes with his revolvers. Strongman Hector carries a giant beartrap and can slay the toughest opponents with his trusty axe. Cold-blooded bounty hunter McCoy likes to be methodical, using lures, knockout gas, poison syringes and a custom long-range pistol. Kate can fool almost any man with the right outfit and kill discretely with her hidden gun. Combine your specialists to overcome tough challenges in many different ways. Plan your moves wisely and execute them perfectly in real-time to sneak past your enemies while remaining undetected.",85.98218703612073,8.2,2020,PC
1452,Skate,Xbox 360,"September 14, 2007","SKATE delivers the feel of skating through innovative controls, authentic cameras and a fully reactive skateboarding city. The game features professional skaters such as Danny Way and PJ Ladd, as well as a reactive city and relevant in-game cameras. SKATE's unique control scheme captures the true feel of skating versus the typical button mashing gameplay of past skating games. Featuring physics-driven animations, gamers will have a unique gaming experience every time they pick up the controller since no two tricks will ever be the same. [Electronic Arts]",85.97624938149431,8.4,2007,Xbox 360
